project_a,project_b,winner,winner_name
FilPonto: Public goods chain infrastructure & collaborations support for Filecoin,FileScope AI: Blockchain-Powered Dataset Analysis Platform,project_a,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin
CalibrationNet Stability Project,Lynx – Storage Provider Retrieval Analytics Platform,project_b,Lynx – Storage Provider Retrieval Analytics Platform
go-libp2p,Filecoin Ledger App & Installation Hub,project_a,go-libp2p
Helia,Lily: blockchain data extraction for Filecoin,project_b,Lily: blockchain data extraction for Filecoin
CIDgravity Nextcloud App,Beryx Filecoin API,project_b,Beryx Filecoin API
MetaEra,Retrieval Tester,project_b,Retrieval Tester
FIP Editors - Filecoin Improvement Proposal Governance,MYRAD,project_a,FIP Editors - Filecoin Improvement Proposal Governance
Ancients Research,Guide To Filecoin - Easing the Transition to Filecoin.,project_a,Ancients Research
Filecoin BigQuery Data Repository,Safe on Filecoin,project_a,Filecoin BigQuery Data Repository
FIP 100 Research & Development,SealGuard,project_a,FIP 100 Research & Development
Blockscout Open Source Filecoin Explorer,Curio APT Repository (Filecoin APT),project_a,Blockscout Open Source Filecoin Explorer
Forest Archive,iso-filecoin,project_b,iso-filecoin
Filecoin Kenya Community,Cyberport Data Integration,project_b,Cyberport Data Integration
FilPunks,Root Key Holder management portal,project_b,Root Key Holder management portal
Metrics for the Filecoin P2P network health,Silvi: IPFS-Powered Biodiversity Infrastructure,project_a,Metrics for the Filecoin P2P network health
ETHAccra,BlockseBlock,project_a,ETHAccra
DevTTY Filecoin Mainnet Bootstrap Nodes,Curio Snark Market,project_a,DevTTY Filecoin Mainnet Bootstrap Nodes
Axelar Network,IPFS Public Utilities,project_b,IPFS Public Utilities
Boost,WarmWeb,project_a,Boost
drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election,ETH-FIL swap,project_a,drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election
Boxo and Kubo,GainForest: The world’s first community-owned data commons for nature impact,project_a,Boxo and Kubo
FilOz – Advancing the Filecoin Protocol,Open Source Observer (OSO),project_a,FilOz – Advancing the Filecoin Protocol
Filecoin Beam,Filecoin Orbit Bootcamp Africa,project_a,Filecoin Beam
Filecoin Community Service -VenusHub,"Oku.trade - Filecoin’s premier DeFi aggregator for deep liquidity, LP management and cross-chain interoperability - 0% fee swaps & bridges.",project_a,Filecoin Community Service -VenusHub
JZFS - Building Data Hub-and-Spoke Model with Filecoin,chainfee,project_b,chainfee
Fil Implementers WG - Cross-Client Coordination and Governance,Meet with Huddle01,project_a,Fil Implementers WG - Cross-Client Coordination and Governance
Multichain Storage,UCAN,project_a,Multichain Storage
py-libp2p: The Python libp2p Stack for Filecoin & IPFS,Web3 Billing & Invoicing System – Building Verifiable Workflows on Filecoin for Digital Public Goods,project_b,Web3 Billing & Invoicing System – Building Verifiable Workflows on Filecoin for Digital Public Goods
FilDOS,4EVERLAND,project_b,4EVERLAND
FIL RetroPGF Data Analysis & Round Modeling,MechaFIL-JAX,project_b,MechaFIL-JAX
Eth Transport – Decentralized Civic Infrastructure on Filecoin,Filet Finance,project_b,Filet Finance
Asia-SPWG,OpenEdStore Decentralized Educational Storage Platform,project_a,Asia-SPWG
witnesschain,Storacha-Solana-SDK,project_a,witnesschain
Keypo,Curio Storage,project_b,Curio Storage
Old Faithful,Spacescope: API service for the Filecoin ecosystem,project_b,Spacescope: API service for the Filecoin ecosystem
Forest,Curio Smart Cordon & Restart System,project_a,Forest
Filecoin Client Implementation - Venus,B<>rder/ess Developers Program,project_a,Filecoin Client Implementation - Venus
"Filecoin Onchain Cloud (FOC) - Verifiable Storage, Retrieval, and Payments",Filliquid,project_b,Filliquid
Forest Explorer,FIL-B (FIL Builders) DX and Community,project_b,FIL-B (FIL Builders) DX and Community
Beryx Filecoin Explorer,Filecoin FIPs Tracker,project_a,Beryx Filecoin Explorer
Filecoin Nigeria,Filecoin Data Portal,project_b,Filecoin Data Portal
ETHNigeria  (BuiDL Africa – Empowering Web3 Adoption),Crossfi,project_b,Crossfi
Filecoin Spark,Filecoin Slack Community Admin,project_a,Filecoin Spark
Cuview,IPFS及Filecoin价值资讯传递（南山居士Hill）,project_b,IPFS及Filecoin价值资讯传递（南山居士Hill）
Eastore,Filosign,project_a,Eastore
Filecoin Orbit Uganda,filecoin-checker,project_b,filecoin-checker
libp2p Community Architecting and Infra Management,IPFS Desktop and Companion,project_a,libp2p Community Architecting and Infra Management
Drips,Filecoin Address Drainer,project_a,Drips
Filecoin Community Services,The Epoch Clock,project_a,Filecoin Community Services
FILCAPETOWN,Secured Finance,project_b,Secured Finance
FIL LAGOS,boxo-starter-kit,project_b,boxo-starter-kit
Chain.Love,Filscan Explorer,project_a,Chain.Love
Filecoin Deal Tool - Droplet,PLDG Dashboard: Developer Analytics for the Protocol Labs Dev Guild,project_a,Filecoin Deal Tool - Droplet
ND Labs,OP Medicine – Filecoin-Powered Healthcare Infrastructure,project_b,OP Medicine – Filecoin-Powered Healthcare Infrastructure
CIDgravity Filecoin Gateway,OneForm – SocialCap,project_a,CIDgravity Filecoin Gateway
万佳社区,"Lotus, Builtin Actors, and ref-FVM - Core Filecoin Protocol Implementations",project_b,"Lotus, Builtin Actors, and ref-FVM - Core Filecoin Protocol Implementations"
fil-miner-info.safematrix,MUSE,project_a,fil-miner-info.safematrix
OrbitChina,Curio Dashboard,project_a,OrbitChina
Filmint,filsnap,project_b,filsnap
NanoDC Project,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin,project_b,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin
Lighthouse,Lynx – Storage Provider Retrieval Analytics Platform,project_a,Lighthouse
Filecoin Ledger App & Installation Hub,FileScope AI: Blockchain-Powered Dataset Analysis Platform,project_a,Filecoin Ledger App & Installation Hub
CalibrationNet Stability Project,Lily: blockchain data extraction for Filecoin,project_b,Lily: blockchain data extraction for Filecoin
go-libp2p,CIDgravity Nextcloud App,project_a,go-libp2p
MetaEra,Helia,project_b,Helia
Beryx Filecoin API,FIP Editors - Filecoin Improvement Proposal Governance,project_b,FIP Editors - Filecoin Improvement Proposal Governance
Retrieval Tester,Ancients Research,project_b,Ancients Research
Safe on Filecoin,MYRAD,project_a,Safe on Filecoin
Guide To Filecoin - Easing the Transition to Filecoin.,SealGuard,project_b,SealGuard
Curio APT Repository (Filecoin APT),Filecoin BigQuery Data Repository,project_b,Filecoin BigQuery Data Repository
FIP 100 Research & Development,iso-filecoin,project_a,FIP 100 Research & Development
Blockscout Open Source Filecoin Explorer,Filecoin Kenya Community,project_a,Blockscout Open Source Filecoin Explorer
Root Key Holder management portal,Forest Archive,project_b,Forest Archive
Cyberport Data Integration,Metrics for the Filecoin P2P network health,project_b,Metrics for the Filecoin P2P network health
FilPunks,BlockseBlock,project_b,BlockseBlock
Silvi: IPFS-Powered Biodiversity Infrastructure,DevTTY Filecoin Mainnet Bootstrap Nodes,project_b,DevTTY Filecoin Mainnet Bootstrap Nodes
IPFS Public Utilities,ETHAccra,project_a,IPFS Public Utilities
Curio Snark Market,Boost,project_b,Boost
Axelar Network,ETH-FIL swap,project_a,Axelar Network
Boxo and Kubo,WarmWeb,project_a,Boxo and Kubo
GainForest: The world’s first community-owned data commons for nature impact,drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election,project_b,drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election
Filecoin Beam,FilOz – Advancing the Filecoin Protocol,project_b,FilOz – Advancing the Filecoin Protocol
Open Source Observer (OSO),"Oku.trade - Filecoin’s premier DeFi aggregator for deep liquidity, LP management and cross-chain interoperability - 0% fee swaps & bridges.",project_b,"Oku.trade - Filecoin’s premier DeFi aggregator for deep liquidity, LP management and cross-chain interoperability - 0% fee swaps & bridges."
Filecoin Orbit Bootcamp Africa,JZFS - Building Data Hub-and-Spoke Model with Filecoin,project_b,JZFS - Building Data Hub-and-Spoke Model with Filecoin
Meet with Huddle01,Filecoin Community Service -VenusHub,project_b,Filecoin Community Service -VenusHub
chainfee,UCAN,project_a,chainfee
Web3 Billing & Invoicing System – Building Verifiable Workflows on Filecoin for Digital Public Goods,Fil Implementers WG - Cross-Client Coordination and Governance,project_b,Fil Implementers WG - Cross-Client Coordination and Governance
FilDOS,Multichain Storage,project_b,Multichain Storage
py-libp2p: The Python libp2p Stack for Filecoin & IPFS,FIL RetroPGF Data Analysis & Round Modeling,project_a,py-libp2p: The Python libp2p Stack for Filecoin & IPFS
Eth Transport – Decentralized Civic Infrastructure on Filecoin,4EVERLAND,project_b,4EVERLAND
FilOz – Advancing the Filecoin Protocol,drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election,project_a,FilOz – Advancing the Filecoin Protocol
Asia-SPWG,MechaFIL-JAX,project_b,MechaFIL-JAX
Filet Finance,witnesschain,project_a,Filet Finance
OpenEdStore Decentralized Educational Storage Platform,Curio Storage,project_b,Curio Storage
Storacha-Solana-SDK,Spacescope: API service for the Filecoin ecosystem,project_b,Spacescope: API service for the Filecoin ecosystem
Forest,Keypo,project_a,Forest
Old Faithful,B<>rder/ess Developers Program,project_b,B<>rder/ess Developers Program
Curio Smart Cordon & Restart System,Filliquid,project_a,Curio Smart Cordon & Restart System
Filecoin Client Implementation - Venus,Forest Explorer,project_a,Filecoin Client Implementation - Venus
"Filecoin Onchain Cloud (FOC) - Verifiable Storage, Retrieval, and Payments",Filecoin FIPs Tracker,project_a,"Filecoin Onchain Cloud (FOC) - Verifiable Storage, Retrieval, and Payments"
Filecoin Data Portal,FIL-B (FIL Builders) DX and Community,project_b,FIL-B (FIL Builders) DX and Community
Beryx Filecoin Explorer,ETHNigeria  (BuiDL Africa – Empowering Web3 Adoption),project_a,Beryx Filecoin Explorer
Filecoin Spark,Filecoin Nigeria,project_a,Filecoin Spark
Crossfi,IPFS及Filecoin价值资讯传递（南山居士Hill）,project_b,IPFS及Filecoin价值资讯传递（南山居士Hill）
Filosign,Filecoin Slack Community Admin,project_b,Filecoin Slack Community Admin
Filecoin Orbit Uganda,Cuview,project_a,Filecoin Orbit Uganda
Eastore,libp2p Community Architecting and Infra Management,project_b,libp2p Community Architecting and Infra Management
Drips,filecoin-checker,project_a,Drips
The Epoch Clock,IPFS Desktop and Companion,project_b,IPFS Desktop and Companion
Secured Finance,Filecoin Address Drainer,project_a,Secured Finance
Filecoin Community Services,FIL LAGOS,project_a,Filecoin Community Services
FILCAPETOWN,Chain.Love,project_b,Chain.Love
boxo-starter-kit,Filecoin Deal Tool - Droplet,project_b,Filecoin Deal Tool - Droplet
ND Labs,Filscan Explorer,project_b,Filscan Explorer
CIDgravity Filecoin Gateway,PLDG Dashboard: Developer Analytics for the Protocol Labs Dev Guild,project_a,CIDgravity Filecoin Gateway
万佳社区,OP Medicine – Filecoin-Powered Healthcare Infrastructure,project_b,OP Medicine – Filecoin-Powered Healthcare Infrastructure
OneForm – SocialCap,fil-miner-info.safematrix,project_a,OneForm – SocialCap
"Lotus, Builtin Actors, and ref-FVM - Core Filecoin Protocol Implementations",Curio Dashboard,project_a,"Lotus, Builtin Actors, and ref-FVM - Core Filecoin Protocol Implementations"
MUSE,Filmint,project_b,Filmint
OrbitChina,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin,project_b,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin
Lynx – Storage Provider Retrieval Analytics Platform,filsnap,project_b,filsnap
Filecoin Ledger App & Installation Hub,NanoDC Project,project_a,Filecoin Ledger App & Installation Hub
Lily: blockchain data extraction for Filecoin,Lighthouse,project_b,Lighthouse
CIDgravity Nextcloud App,FileScope AI: Blockchain-Powered Dataset Analysis Platform,project_a,CIDgravity Nextcloud App
CalibrationNet Stability Project,MetaEra,project_a,CalibrationNet Stability Project
FIP Editors - Filecoin Improvement Proposal Governance,go-libp2p,project_b,go-libp2p
Helia,Ancients Research,project_a,Helia
Safe on Filecoin,Beryx Filecoin API,project_b,Beryx Filecoin API
Retrieval Tester,SealGuard,project_a,Retrieval Tester
Curio APT Repository (Filecoin APT),MYRAD,project_a,Curio APT Repository (Filecoin APT)
Guide To Filecoin - Easing the Transition to Filecoin.,iso-filecoin,project_b,iso-filecoin
Filecoin BigQuery Data Repository,Filecoin Kenya Community,project_a,Filecoin BigQuery Data Repository
Root Key Holder management portal,FIP 100 Research & Development,project_b,FIP 100 Research & Development
Blockscout Open Source Filecoin Explorer,Metrics for the Filecoin P2P network health,project_a,Blockscout Open Source Filecoin Explorer
Forest Archive,BlockseBlock,project_a,Forest Archive
DevTTY Filecoin Mainnet Bootstrap Nodes,Cyberport Data Integration,project_a,DevTTY Filecoin Mainnet Bootstrap Nodes
IPFS Public Utilities,FilPunks,project_a,IPFS Public Utilities
Boost,Silvi: IPFS-Powered Biodiversity Infrastructure,project_a,Boost
ETH-FIL swap,ETHAccra,project_b,ETHAccra
Boxo and Kubo,Curio Snark Market,project_a,Boxo and Kubo
GainForest: The world’s first community-owned data commons for nature impact,Axelar Network,project_b,Axelar Network
drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election,WarmWeb,project_a,drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election
"Oku.trade - Filecoin’s premier DeFi aggregator for deep liquidity, LP management and cross-chain interoperability - 0% fee swaps & bridges.",FilOz – Advancing the Filecoin Protocol,project_b,FilOz – Advancing the Filecoin Protocol
JZFS - Building Data Hub-and-Spoke Model with Filecoin,Filecoin Beam,project_b,Filecoin Beam
Open Source Observer (OSO),Meet with Huddle01,project_a,Open Source Observer (OSO)
Filecoin Orbit Bootcamp Africa,UCAN,project_b,UCAN
Web3 Billing & Invoicing System – Building Verifiable Workflows on Filecoin for Digital Public Goods,Filecoin Community Service -VenusHub,project_b,Filecoin Community Service -VenusHub
FilDOS,chainfee,project_b,chainfee
FIL RetroPGF Data Analysis & Round Modeling,Fil Implementers WG - Cross-Client Coordination and Governance,project_b,Fil Implementers WG - Cross-Client Coordination and Governance
Multichain Storage,Eth Transport – Decentralized Civic Infrastructure on Filecoin,project_a,Multichain Storage
Asia-SPWG,py-libp2p: The Python libp2p Stack for Filecoin & IPFS,project_b,py-libp2p: The Python libp2p Stack for Filecoin & IPFS
4EVERLAND,witnesschain,project_a,4EVERLAND
Curio Storage,MechaFIL-JAX,project_b,MechaFIL-JAX
